text_a	text_b	score
改革开放的热潮一浪高过一浪。	改革开放的热潮一浪比一浪高。	1.0
他这个人死要面子，哪里会认错。	最早有文献记载的卡塞尔这个名字可以追溯到公元 913 年。	0.0
塑料不腐烂分解是一大长处，因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体。	塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体，因此塑料不腐烂分解是一大长处。	1.0
姊妹们和气，也有个分寸礼节，也没个黑家白日闹的。	明嘉靖九年改称先贤樊子。	0.0
他一口饭没吃。	演艺事业正起飞时却因合约问题，以及那三个节目陆续停播，和主持TV三贱客前的电影苹果咬一口虽然有其他大明星参与演出，但受到票房奇差的原因，令他蒙上票房毒药的恶名，加上摆脱不了三冠王时期搞笑扮丑的形象，使演艺事业陷入危机，直到三个多月后，得到杨登魁的提拔，代班娱乐百分百，演艺生涯得以延续。	0.0
这道题做了我三个小时。	训民正音解例本阐明韩字的辅音和元音是根据人的口腔构造、中国古代的天地人思想以及阴阳五行学说而创制出来的。	0.0
还有没有商量的余地啊？	虽然珍妮从小被作为一个耶和华见证人派而抚养长大，但是成年之后就没有再遵循教派的教义和意见生活。	0.0
真不像话！	邓斯特在片中是如此出色，出演了与她曾尝试过的任何角色都截然不同的人物……即使这不是一部好到让人难以置信的电影，单就邓特斯的表演就足够让人作出推荐了。。	0.0
他们家平常不外出旅游。	连续三季以近5成胜率的成绩，他们在1979年第一次有机会挑战国联冠军的荣衔，虽然球队缺乏力量形的打棒球员，他们全季只击出49个全垒打，没有一个球员击出多过10个全垒打，1979年的太空人队以投球和速度取胜，当年他们的盗垒次数全国联第一，共盗垒190次，其中3个球员盗垒超过30次。	0.0
没你这么不讲道理的。	又设置侍卫，由冯锡范统领，位于勇卫与武卫之后。	0.0
这棵树有点大。	问：如何移？	0.0
文化活动可以导致人们的行为趋同，就是说，人们的心里状态在文化的作用下呈现出一致性。	文化活动可以导致人们的行为趋同，人们的心里状态在文化的作用下呈现出一致性。	1.0
我喝酒喝了半个月的工资。	同年，六四民运爆发，梅艳芳积极参与，在黄雀行动中出钱出力，也从此拒绝中国大陆的工作，辞演关锦鹏为她度身订造的阮玲玉角色。	0.0
我一定要嫁给他，哪怕他是个穷光蛋。	阿武隈急行	0.0
这箱子轻不了。	国会期成会成立后，各立宪团体分别派人到各省，发动请愿签名运动，很快形成全国性请愿高潮。	0.0
那是力争上游的一种树，笔直的干，笔直的枝。	"卡拉细盲蛇（学名：""Leptotyphlops carlae""）是蛇亚目细盲蛇科细盲蛇属下的一种小型盲蛇，也是目前世界上体型最细小的蛇类。"	0.0
缺不了你的钱花。	有你花的钱。	1.0
他的胆子不太大。	国际赛生涯。	0.0
不应该只看到个别动作像不像，而是要看舞蹈中表现的情感可能不可能存在。	不应该只看到个别动作像不像，而是要看舞蹈中表现的情感能否存在。	1.0
想说又不敢说。	这些系统仍然可以二选一的是一颗或多颗大质量恒星，或有许多质量不大的伴星。	0.0
我始终坚持认为，雷锋精神不但没有过时，而且永远不会过时。	我始终坚持认为，雷锋精神没有过时，永远不会过时。	1.0
看清楚那个人。	因此当年的5月19日民主进步党在台北市国父纪念馆举行抗议活动提出只要解严、不要国安法、解除戒严、人人有责及百分之百解严等口号，延续1986年五一九绿色行动的主张，要求当局100%解严、100%回归宪法，这两次活动都造成相当的震撼。	0.0
我用这把刀切肉。	议郎巴肃参与了窦武的计划，但宦官不知道，只是将他禁锢而已。	0.0
他哪里知道人家是在笑话他。	也就是说，我们无法确切知道黑洞内是否存在一个由某种物质组成的球体，如果存在的话，其球体的半径是多少。	0.0
老王也许现在已经知道这件事了。	已故亲属的家人往往会立下神主牌，在除清盂九（除夕、清明节、中元节、重阳节）与寒衣节、冬至等节日祭祖，除了烧线香、烧纸钱，很多人还会奉上食品、纸扎祭品，亦有人相信，阴间相当于人间，若祖先缺乏民生物资可能会成为饿鬼，供品可让祖先在阴间享有冥福，让祖先知道子孙在人间也过得很好，安慰祖灵。	0.0
这问题让人说滥了。	国际法院的主要功能是对各国所提交的案件做出有法律约束力的仲裁，并就正式认可的联合国机关和专门机构提交的法律问题提供咨询意见。	0.0
我一共给了小王五十块钱。	塔斯提事件（孙龙珍事件）。	0.0
你真的要放弃？	邻近各座住户纷纷涌出窗台 (骑楼) 抬头观望，堪称公共房屋史上最灵幻、参与者最多的屋邨传闻。	0.0
她在图书馆里从书架上拿了一本书。	子宫稍微向前倾斜弯曲，但是也有向后倾斜的子宫。	0.0
衣服难看死了。	地质及演化推测。	0.0
她叠好了被子。	被子被他叠好了。	1.0
老李看样子不会来了。	土库曼族是一个中亚突厥语民族，土库曼斯坦主要民族，也分布阿富汗，伊朗东北部(呼罗珊)，叙利亚，伊拉克和北高加索（斯塔夫罗波尔边疆区）。	0.0
回家过年太麻烦了，何况我还没在广州过过春节。	绶带上书有自由。	0.0
他没犯一点错误。	其形体动作也令观众印象深刻。	0.0
这两个问题不同。	但这两个人从来没有和谐过。	0.0
他花光了钱。	他把钱花得一分不剩。	1.0
请进！	请进来吧！	1.0
你现在这样的成绩，说实话，很难拿到奖学金。	另外一个插口内的上插孔会与此插口内的下插孔连接起来，而下插孔会与此插口内的上插孔连接起来，这样就完成了两个插口之间的连接。	0.0
因为一点小矛盾，彼此就不再来往了。	黎明号原先的发射时间预计为6月20日，但是因为运输问题延迟至6月30日。	0.0
她唱歌不太好听。	对于参加各赛区升级附加赛的球队也必须持有地区联赛参赛牌照。	0.0
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽说是满月，因为天上有一层淡淡的云，所以不能朗照；我却以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	1.0
每个人都有属于自己的一条路，或者平坦，或者艰险，或者漫长，或者短暂；每个人的爱情经历都是值得回味的，或者甜蜜，或者苦涩，或者如愿，或者遗憾······。	每个人都有属于自己的一条路，要么平坦，要么艰险，要么漫长，要么短暂；每个人的爱情经历都是值得回味的，要么甜蜜，要么苦涩，要么如愿，要么遗憾······。	1.0
参加奥运会的运动员名单已经确定了。	但有二种情形例外：第一：第四级的国家不会再降级了，因为已经是最低层级；	0.0
她马上傲慢地环视了一下会场。	后来柳下惠做了士师（掌管监狱的官），但是三次上台三次遭到罢免，人们劝他离开，他却说：直道而事人，焉往而不三黜？	0.0
必须尽快改变现状，否则我真的没有出路了。	比赛在晚上七点整由切丝特·拉·斯垂特镇的黑马酒吧展开，接下来参赛者利用当地的公共巴士往朵伦市进发，在每一间沿途行经的酒吧都必须进场饮酒，当然这些酒吧内也都预先设置了裁判确定一品脱的啤酒被确实的喝到一滴不剩！	0.0
他又安静地投入到工作中去了。	雍正阴差阳错成为李大虾，并且进入兆康建材工作，利用自己的智慧谋略辅佐三公子岑日礼（林韦辰饰）在家族企业的勾心斗角中平步青云；	0.0
他下午也许来不了。	申诉专员公署，前称行政事务申诉专员公署，于1989年成立，现时是直接向香港特别行政区行政长官负责的独立法定机构，专门负责监察香港政府运作，负责处理及解决因为政府部门及公营机构行政失当而引起的不满和问题。	0.0
嘴干死了。	该区域也有许多性用品商店，性剧院，西洋景（Peep show），一家性博物馆，一家大麻博物馆，以及许多提供各种大麻制品的大麻咖啡馆。	0.0
我一共给了小王五十块钱。	同年脱离军界，转至检察日报社工作，并为报社的影视部撰写连续剧剧本。	0.0
他一次会议都没参加。	流亡国外的青年土耳其党人分成不同的政治思想派别。	0.0
我跟她一样，是南方人。	飞船由马克西姆·费格特和NASA的太空工作组共同设计。	0.0
她在每本书上都签了名字。	每本书上都签了她的名字	1.0
把纸撕碎。	在有些场合下，画家算法可能无法解决可见性问题。	0.0
小王被领导批评了。	佐治一世出生于1660年5月28日在汉诺威出生，他的母亲索菲亚是詹姆士一世的女儿波希米亚皇后伊丽莎白。	0.0
少不了你的小说看。	到目前为止，共有6大项32个小项。	0.0
吃饱了饭。	饭吃饱了。	1.0
我两手空空，既不愿让悲鸿知道，以免他焦虑，又不愿开口向人求助。	其中一个叫做Classic，是一个Palm OS模拟器，可以运行大量的Palm OS应用程序。	0.0
我知道他来。	当时，他刚拍毕于2009年播出的剧集巾帼枭雄。	0.0
刚一进门，我就发现今天的气氛不太一样。	这个化石被命名为苏（Sue），以纪念她的发现，但也发生了所有者的纠纷。	0.0
尽管他赢得了冠军，可是没有赢得人们的尊重。	尽管他赢得了冠军，但是没有赢得人们的尊重。	1.0
她讨了个没趣儿。	租界南部包括湓浦港的一部分。	0.0
你再摔摔，看这次的动作合不合标准。	而蜜雅不久后被联调局扣留，布莱恩于是亲自将她带离。	0.0
他爸爸嘛，从早到晚都不沾家。	随后，议会成立，维持与葡萄牙国王的联系。	0.0
小吃摊儿旁边围着很多人。	很多人在小吃摊旁边围着。	1.0
老李不是老师。	战士们告诉菲欧雷，若不是成为了小兔的朋友，他们将会更为孤单，并哀求菲欧雷不要对小兔下毒手。	0.0
大家可能还记得这件事。	大家可能还忘记这件事。	1.0
树旱死了。	并认为国会制定的台湾关系法是美国与台湾关系的法律基础。	0.0
来北京之前，我一直呆在家里。	尤其是精灵的秘密（第25集）和回归（第26集）应该在爱与责任（第37集）这一集之前。	0.0
不知道这句话是谁说的，不过，这并不重要。	前传，前传的故事由于自由度高，可以脱离续集中的主角关系，但仍使用正传的架构，不过前传并非列系中的必要作品。	0.0
我们不欢迎撒谎的人。	电影节既展示华语电影的多姿多采，亦发掘亚洲影坛新血。	0.0
应该坚持实地的调查，免得被二手资料所蒙蔽。	存有这些资料的光碟辗转来到硬汉健身房，在此工作的查德·菲尔德海墨（，布莱德·彼特 饰）发现了这片光碟，并企图要勒索考克斯，	0.0
毕业后，要么读研，要么出国留学。	毕业后，不出国留学，就读研。	0.8
轮番的轰炸后，这个美丽的小镇被夷为平地。	这个美丽的小镇被轮番的轰炸夷了为平地。	1.0
他用钳子把车修好了。	元和九年（814年）吴少阳死，元济秘不发丧，上表称病，请以元济为留后，朝廷不许。	0.0
买来的面包将够数。	在这里，模式可以检查输入行（codice_35）是否与之匹配。	0.0
这个问题他们也许已经解决了。	虽然他对被人留在后座的安排感到失望，但是他仍然在接下来的两年支持皮尔，专攻外交事务和国际贸易，企图得到上述问题的专家名声。	0.0
回家过年太麻烦了，何况我还没在广州过过春节。	广州松日。	0.0
西兰花菜农已收割完毕。	在法国于1940年被德国占领后，军团就分成了支持维希政府和支持自由法国的两派。	0.0
这煎饼一个多少钱？	我们不能有从序数到序数的严格单调集合映射，它向下映射一个序数！	0.0
这就是小王看完书的地方。	鳌江分南北两支：北支为干流，经平阳县顺溪镇，至水头镇感潮区，然后经麻步镇、萧江镇、钱仓镇、鳌江镇注入东海；	0.0
因爱而恨。	直布罗陀机场现有的客运大楼由于面积太小，加上行车道路温斯顿·丘吉尔大道横跨跑道，大大限制了机场的运作。	0.0
你扮演我们的交通员，让敌人抓住了。	由于她在7岁时曾害过一场猩红热病，因此她患有眼疾。	0.0
大师傅已经做好了可口的饭菜。	有些大帝的使用时段，反映了特定的历史意义与时效性。	0.0
这位老大娘说不定还会送你一双绣花鞋呢。	在 2005年，该公司在系统整合晶片的元件测试市场中，市占率最高。	0.0
揍你个生活不能自理。	首相另可指派一位副领袖（Deputy Leader），于上议院领袖缺席或不能视事时代行其职权。	0.0
这两天闷的慌。	改编自凡尔纳的地心历险记已于2008年重新以立体电脑特技搬上萤幕，该片名为-{zh-hans:地心历险记；	0.0
我知道他明天来。	"此法以韵母""五十字母(元音)""为经，以声母""十五音(辅音)""为纬，再以""八音声调""梳栉贯穿其间，而形成三推成字法。"	0.0
她用的护肤品和你一样高档。	社会行为。	0.0
她又租了我一间房。	她又从我这租了一间房。	1.0
他没有吃饱。	他差点儿没吃饱。	0.0
她收了我一百块钱。	田长霖，热物理科学家，中华民国中央研究院院士，加州大学柏克莱分校第七任校长（1990年－1997年），也是美国知名大学中第一个台裔校长，中国科学院首批外籍院士，香港创新科技委员会首位主席。	0.0
不死也脱层皮。	早年为诸生，八次应试科举未中，遂隐居。	0.0
喝酒不开车，开车不喝酒！	"这标语由""Barbara Gips""创作；"	0.0
他们这些捏笔杆子的也会种庄稼。	这些人希望通过艾哈德取代阿登纳作为过渡总理。	0.0
那今晚我请你去看电影好了，只是不知道你的女朋友会不会介意。	大卫·汤姆斯（David Toms， 1967年1月4日 - ）是一位美国职业高尔夫球选手。	0.0
小刚英语说得不好。	丁惟汾为人正直，做事不做官，多次拒绝蒋介石的政治邀请。	0.0
各位回去好好想一想，咱们尽快有个结果。	他常被引用的诗句是面朝大海，春暖花开。	0.0
好不漂亮。	长尾槭（学名：）是无患子科槭属的植物。	0.0
老李不是老师。	老李是老师。	0.0
你喜欢看电影，还是喜欢看电视剧？	如同其他的蜥脚下目，林孔龙是草食性恐龙。	0.0
他现在比以前好多了。	善卷洞，位于中国江苏省宜兴市张渚镇，距宜兴市区20公里。	0.0
下课后，大伙有的在踢毽子，有的在打乒乓球，还有的在跑步，都在积极的锻炼身体。	下课后，大伙有的在跑步，有的在踢毽子，还有的在打乒乓球，都在积极的锻炼身体。	1.0
谁都知道事情的真相。	在欧冠8分之一对阵AC米兰的第二回合比赛中，首回合0-2输球的巴塞罗那由梅西两球扳平比分后，比利亚在下半场第55分钟接应哈维传球，外脚背搓射打入反超一球，随后阿尔巴再入一球，巴塞罗那4-2大逆转，这也成为了他在巴塞罗那最后的高光时刻。	0.0
来客人的家庭。	利园重建计划于1997年完成。	0.0
她叠好了被子。	她把被子叠好了。	1.0
输了也高兴。	分校建于1970年代初。	0.0
别出声！	此外，介乎威斯顿道和400号公路的一段401号公路于2008年录得平均每日442，900架次车流，为大多伦多地区最拥挤的路段之一。	0.0
因为这件事，小田受到了表扬。	河鲀受到威胁时，能够快速地将水或空气吸入极具弹性的胃中，在短时间内膨胀成数倍大小，吓退掠食者。	0.0
老太太的情绪不稳定。	这个模式对很多领域都很实用，尤其是数位版权管理方面，因为它的最小描述单元层次，可利用来指定识别码进行个别的筛选与授权使用。	0.0
全组人员正在马不停蹄地准备材料填写各种表格，以求能够按时向有关部门递交项目申请书。	全院现有职工2359人，其中专业技术人员1640人，占职工总数的69%。	0.0
我要有外心，立刻就化成灰，叫万人践踹。	其中，男性人口为2196520人，占49。	0.0
毕业后，要么读研，要么出国留学。	玄奘至印度留学时，那烂陀寺成为唯识学研究的重镇，当时已有十大论师，通过为世亲唯识三十论颂作释论而确立了各自的学说。	0.0
这个问题让人说滥了。	国际航空联合会以100公里高度作为地球大气层与外层空间的分界，称为卡门线，不过这个定义不具法律约束力。	0.0
不到黄河心不死。	杀生和谋杀这两个词之间有相当大的差异。	0.0
那个小姑娘蓝眼睛。	从此，长达三年之久的宋夏战争全面爆发。	0.0
假设真的没有文明和文化，那么这个世界就像个未成品。	雪华绮晶是一个没有躯体，虚幻的人偶。	0.0
明天晴天。	石门水库是台湾北部的主要水库之一，位于桃园市大溪区、龙潭区、复兴区，与新竹县关西镇之间的石门峡谷，采土石堤岸型坝体，拦截大汉溪溪水蓄水而成，是台湾第一座多功能水库。	0.0
凡是玩的事儿，没他不参加的。	由于长期以来人民行动党主宰了议会，1991年修正后的宪法规定，议会内必须有至少9名反对党议员，如反对党议员未达法定人数，必须由政府委任得票最高的反对党议员进入议会。	0.0
他这个人就知道吃。	他就喜欢吃。	1.0
我们同王教授讨论合作的事。	我们已经进入一个只有小型和内部冲突的时期。	0.0
其实我们的关系并没有公开。	神鬼认证：神鬼疑云与原著小说不同的是，包恩的上司亚历山大·康克林并没有于小说中死亡，而且康克林还是包恩的好友并非敌人 （基本上情节有吸收艾瑞克·范·勒斯贝德所接写的神鬼系列第四部神鬼传承部分内容）。	0.0
阳春四月，平原地区的桃花早就凋谢了，可是这里却仍然是一片绯红，桃花含苞欲放，艳丽多姿。	跟着的单曲다가와（来我这里）很快推出并且也很受欢迎。	0.0
既然困难这么多，就不必在这件事上浪费时间了。	而母亲莎雅扎迪·泰杰·哈努姆是卡扎尔王朝储君阿巴斯·米尔札的孙女和法特赫-阿里·沙阿·卡扎尔（Fat'h-Ali Shah Qajar）的曾孙女。	0.0
这次活动与其说是在培养孩子们吃苦精神，还不如说是给他们一次体验集体生活的机会。	他们不同意斯坦加入该组织，但会长告诉他们：我们不是要他‘加入’我们；	0.0
说了就忘。	说了便忘。	1.0
没有喝完的半杯水。	没有线粒体的细胞(红血球)是没有巴斯德效应的。	0.0
没关系，多双筷子罢了。	没关系，多双筷子而已！	1.0
他没努力去解决这个问题，这个问题对他本来就很容易。	然而常见的复杂问题，支援可程式化片段的环境经常要辨别哪些是纯文字、哪些算作程式指令。	0.0
我习惯喝咖啡不放糖。	丰坊自己负郭田千余亩，尽鬻以购法书名贴。	0.0
我是中大的学生，他是中大的老师。	我们都是中大的，我是学生，他是老师。	1.0
八个人一组。	在某些国家，犹太人除了戴上犹太星，还有帽子。	0.0
看的很清楚。	这些基因的发现，大大拓宽了人们对基因功能及相互关系的认识。	0.0
想说又不敢说。	其方歌为：钱半芎归钱半芍，钱半菟丝六枳壳，八分黄荆芥穗，七分祈艾姜厚朴，川贝一钱姜和药，羌活甘草五分作。	0.0
台上坐着主席团。	惨剧是在球场的露天看台上发生，露天看台是一个平价不设座位的区域，经常被铁丝网细分成多个小区以便职员以及警察控制人群。	0.0
没留下一点后遗症。	至此，莎韵事迹引起多数官员重视。	0.0
好办哪，这事儿！	这事儿好办！	1.0
他们永远不会得到受害国的原谅，如果他们不真心悔过并道歉的话。	本南族以实践'molong'著称，亦即不说非必要的话。	0.0
他连一声也不吭。	除了间中参与电视剧的拍摄工作外，大多数时间都会留在家中留意股票动向。	0.0
凡是玩的事儿，没他不参加的。	因应香港机场核心计划，整个北大屿山将得到重大发展，因此自1994年起规划发展后，决定以东涌为核心，并与邻近的大蚝区及沿岸所得的填海土地结合，发展为香港第9个新市镇──北大屿山新市镇。	0.0
离城没五十里远。	针对每个元件及每个失效模式，需要分析系统侦测及回报此项失效的能力。	0.0
干脆，我来个抽羊角风！	古丝绸之路也从这里经过。	0.0
不死也脱层皮。	就算不死也脱层皮。	1.0
天气暖和多了。	尽管晚年疾病缠身，罗斯福仍保持乐观的生活方式。	0.0
她唱歌不太难听。	基于效法美国参议院制度，澳大利亚宪法参照美国制度规定每个州不论人口大小都应有等同数目的参议员，因此参议院也被称作诸州之院。	0.0
我刚来了一会儿。	铜锣湾亦是新加坡、南洋移民史、欧美闽籍人口移民史的一部份。	0.0
小明打碎了一个杯子。	小明把一个杯子打碎了。	1.0
他这种常年闯荡江湖的人什么样的风浪没经历过。	常年闯荡江湖，他什么样的风浪都经历过了。	1.0
余德利抬头发现李东宝的目光很慌。	由于速食面的广受好评，大量仿制业者出现，安藤因此致力于申请商标和专利，保持公司信用。	0.0
这种树叶子很大。	令人意外的是，工作人员们在海平面1100米处找到了这种风。	0.0
这个公园逛了我们一个下午。	利比里亚是一个农业国，是联合国公布的世界最不发达国家之一。	0.0
老王嫁了他一个女儿。	史莱姆是一个看起来像水滴并带有面容的蓝色小团。	0.0
我借给了小王两本小说。	自传入起，法意西葡四国共派遣超过20名神甫传教，到了清朝，全岛天主教徒已发展到5000余人。	0.0
那是力争上游的一种树，笔直的干，笔直的枝。	工厂经理Vladimir Grodetsky以AKS-74U作为基础，研发一种适合特种部队执行反恐任务的新枪。	0.0
我不能不去北京。	我能不去北京。	0.0
那幢楼高不了。	新闻从业人员也不需要亲自送底片或冲洗好的照片回公司，只需用网路传递即可。	0.0
信上说的清楚。	"后来发展为曲牌体戏曲音乐时，还出现了组织不同曲牌的若干乐句构成一种新曲牌的""集曲""形式。"	0.0
新来的队友告诉我他也是从新疆建设兵团出来的。	叶为硬细针状，先端分尖利两叉，但老木叶先端呈圆状。	0.0
因为时间太仓促了，他们放弃了这次参赛的机会。	在他们的统治下，意大利商人和出身西欧的雇佣军获得了宫廷的青睐，而这两者又由于自身的劣迹和拜占廷民众的仇外心理变成了可能引发冲突的导火索。	0.0
它所有的丫枝一律向上，而且紧紧靠拢，也像加过人工似的，成为一束，绝不旁逸斜出。	之后他返回到英国，为诺森伯兰郡第9世伯爵工作，在伯爵的家中，他成为了多产的数学家和天文学家。	0.0
詹先生虽然可以给她带来物质上的富足，却无法给她带来真正的幸福。	詹先生虽说可以给她带来物质上的富足，却无法给她带来真正的幸福。	1.0
喜欢不喜欢？	斯诺克（Snooker）：	0.0
我们无论评价什么样的历史人物，都必须全面的看待，不但要看到他们的历史功绩和贡献，而且要看到他们的过失和负面影响，否则，就不可能做出全面、客观的评价。	我们不管评价什么样的历史人物，都必须全面的看待，不仅要看到他们的历史功绩和贡献，还要看到他们的过失和负面影响，否则，就不可能做出全面、客观的评价。	1.0
飞碟！	音节尾音。	0.0
什么她都爱买。	她什么都爱买。	1.0
这封信写了我一个晚上。	我花了一个晚上来写这封信。	1.0
多损哪，这人！	隋唐科举制明确规定，商人及其子弟不得参加科举考试。	0.0
美死了！	中古汉语声母	0.0
他犯了一点错误。	与平行投影沿着平行线将物体投影到图像平面上不同，透视投影按照从投影中心这一点发出的直线将物体投影到图像平面。	0.0
我不希望他不了解情况。	在马雅古典时期，国王通常扮演雨神的角色（或有关的雨蛇神），雨神的象形文字，跟国王的其他名字是一起的。	0.0
予以办理手续。	手续予以办理。	1.0
一张小嘴，别提多会说话了。	其中尽管民主进步党主席许信良接受中国国民党所提出的半总统制修宪方向，但是除了许多舆论以及学者纷纷批评外，主张总统制的林义雄则极力反对这一做法，并且积极参与反对中华民国宪法第四次增修条文之行动。	0.0
我看见了你的钢笔。	集团亦引入工业用喷墨印表机的产品。	0.0
他们有可能明天回来。	威廉·斯蒂尔常被称为地下铁路之父，他帮助了数以百计的奴隶逃走（多时达每月60人），有时帮助他们藏在自己在费城的家里。	0.0
门响了，别是他回来了。	数学中，特别是在主丛理论中，我们可问一个 formula_1-丛能否来自一个子群 formula_2。	0.0
教室里跑出一群孩子。	通史之例，肇于司马迁。	0.0
玩了个痛快。	痛快的玩。	1.0
她傲慢地环视了一下会场。	翰林与文化教育。	0.0
他们都在说笑小王。	小王在被他们说笑。	1.0
约翰偷了一辆自行车给玛丽。	次年蒙恬攻占河套以南地区，从榆中（今甘肃省兰州市）沿黄河往东一直连接到阴山，划分成四十四个县，并设置九原郡，沿著黄河修筑长城，于险阻设置要塞。	0.0
那些荔枝他吃了不少。	他吃了不少荔枝。	1.0
你扮演我们的交通员，让敌人抓住了。	一反自18世纪亚当·斯密以来尊重市场机制、反对人为干预的经济学思想，凯因斯主张政府应积极扮演经济舵手的角色，透过财政与货币政策来对抗经济衰退乃至于经济萧条。	0.0
我们班一半人住在三楼。	香港版的参赛者最高获得奖金仅为$603，933，不及理论上最高奖金的一半。	0.0
在困难面前，或者当个懦弱的逃兵，或者做个勇猛的战士。	溴化镉由溴和镉在稀氢溴酸中反应得到。	0.0
快出村口时，回头再看一眼自己住了十多年的老屋，刘华生的心里一阵酸楚。	但她们也只是皇室的仆役，即使在品位较自己低的皇族（如低级妃嫔、无封爵或官位低的宗室）面前仍必须谦卑。	0.0
这辆车被水淹过。	此后，在安徽省军事讨伐中国共产党，大花军费、统治苛酷，导致安徽省内各界人士赴南京请愿。	0.0
老陈换了个姿势继续说。	史诗所见的最早版本是用楔形文字刻在之上。	0.0
尽管他赢得了冠军，可是没有赢得人们的尊重。	虚词与实词相对，指的是汉语词汇中没有实际意义的词，同时虚词也无法独立成句。	0.0
他怀疑事情还没有办完。	人类与及其他动物都没有方法排出多余的铁质。	0.0
动物冬眠时，新陈代谢并未停止，只不过非常缓慢。	在与热那亚的交战中，比萨军舰尽毁，不少水兵被囚。	0.0
这本书不是我的。	玛纳斯河 (印度)	0.0
其实我们的关系并没有公开。	与更简单的DAYTIME和TIME通讯协定没有关连。	0.0
我们同王教授讨论合作的事。	是与性相二宗八识家之所立同。	0.0
塑料不腐烂分解是一大长处，因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体。	人类传播史上第一种也是最古老的一种传播制度理论。	0.0
真的，那个地方很漂亮。	"在普通英语中，如果A和B都是真的，那么合取""formula_5 ∧ formula_6""是真的；"	0.0
她买了小王一件衣服。	由于当时苏花公路交通仍不甚便利，许多路段为单线双向管制通车，往来花莲耗时甚繁。	0.0
这是我看书的桌子。	学术界对这些方言的语言学归属存在很大争议。	0.0
他们都在说笑小王。	大山雀是一种栖息在山区和平原林间的鸟类，在阔叶林和针叶林中都能听到他们清脆的叫声，夏季他们最高可以分布到海拔3000米的山区，冬季则向低海拔平原地区移动并结成小群活动。	0.0
停车难的问题我们一定会想办法解决。	有了web应用服务器，在web环境下基于SAP解决方案基础设施发布查询，程序和ABAP应用就有了可能。	0.0
村民自发组织起巡逻队，以防不测。	电视剧由兰溪电视台和赤溪纺织龙头企业浙江彩之源纺织有限公司联合摄制。	0.0
钱放在手里贬值太厉害，不如拿出去投资。	生态关系。	0.0
您是上海人吧？	其中上海虹桥天地酒店股权以9。	0.0
即使是海中的庞然大物——鲸，遇见体长达十余米的大乌贼也难对付。	外部链接。	0.0
我们有能力打进决赛。	任士刚于1932年九一八事件一周年时，在上海申报发表的外感与外侮中写道：鹅牌卫生衫可防止外感，吾人从人身的外感，便想到国家的外侮。	0.0
别人都走了，你怎么还不走？	据北宋乐史所著的太平寰宇记记载，该地多神仙花卉，故曰香山。	0.0
科学家正在努力探索这一奥秘，以便根据它的原理来研制新的导航仪器。	"所有次梯度的集合称为次微分，记为∂""f""(""x"")。"	0.0
右边堆着麦秆子。	这是对其唯一否定的见解。	0.0
他们家住了两个客人。	他们发布了三个Alpha版本，两个Beta版本，以及两个发行候选版本在2012年1月3日最终释出前供大众检视并提出修改意见。	0.0
即使是海中的庞然大物——鲸，遇见体长达十余米的大乌贼也难对付。	坂雪岗高新技术产业区最著名的有华为基地。	0.0
他们家死了一盆花。	在道教的神学体系里，地府是鬼的世界，而一般没有修为的鬼也普遍存在于人世间，他们甚至可以通过修炼达到大能。	0.0
有两只小鸡争着饮水，蹬翻了水碗，往青石板上一跳，满石板印着许多小小的“个”字。	本鱼上下颔具有绒毛状齿。	0.0
老张家的房子厨房不大。	其后双方决定解约，但Mirko拒绝归还预缴学费并向王以智追讨余下未缴付的学费。	0.0
他没有吃饱。	本鱼体延长，体面密被小棘，故呈粗糙状，背中央线有一列狭长的棱鳞，两眼间隔凹入。	0.0
小王没有汽车。	刘皇后密敕左右停刑，恳切地为陈元达求情，刘聪才没有处罚陈元达，而升陈元达为宰相。	0.0
差点儿摔倒。	没摔倒。	1.0
一根烟他都没有抽过。	例如在论语中，孔子说：子不语怪力乱神，但并没有说，子不信鬼神，亦曾说过：未知生，焉知死；	0.0
不一会儿他又回来了。	他不一会儿又回来了。	1.0
我羊肉不吃，吃牛肉。	中国大陆。	0.0
他吃螃蟹吃病了。	平原是海拔较低的平坦的广大地区，海拔多在0—500米，一般都在沿海地区。	0.0
大师傅已经做好了可口的饭菜。	比如Linux以及其它大多数基于个人电脑的类似Unix的操作系统假装有六至十个这样的虚拟的终端。	0.0
他逃脱不了法律的制裁，尽管他爸爸是李刚。	虽说他爸爸是李刚，可是他逃脱不了法律的制裁。	1.0
同学们一人一个笔记本电脑。	"传递集合、即在ZF或ZFC集合论中，一个集合(或类) ""X"" 是传递的，如果"	0.0
她学了两个钟头英语。	辣酱油是由药剂师李（John Wheeley Lea）和派林（William Henry Perrins）在伍斯特郡的郡府伍斯特的作坊制造，因此在英语，此酱汁称为伍斯特郡酱汁（Worcestershire sauce）。	0.0
我们叫他叶半仙。	我们把他叫叶半仙。	1.0
